#
# National Water Information System
# 2013/12/17
#
#
# Date Retrieved: USGS Water Data for the Nation Help System
#
parm_cd	parm_nm	fxd_va	fxd_tx
72005	Sample source	1005.0	Street sweeping
72005	Sample source	1006.0	Landfill seep
72006	Sampling condition	0.01	The site was dry (no water level is recorded)
72006	Sampling condition	0.02	The site had been flowing recently
72006	Sampling condition	0.03	The site was flowing, head could not be measured
72006	Sampling condition	0.04	A nearby site that taps the aquifer was flowing
72006	Sampling condition	0.05	Nearby site tapping same aquifer had been flowing recently
72006	Sampling condition	0.06	Injector site
72006	Sampling condition	0.07	Injector site monitor
72006	Sampling condition	0.08	Measurement discontinued
72006	Sampling condition	0.09	Obstruction encountered in well above water surface
72006	Sampling condition	0.1	The site was being pumped
72006	Sampling condition	0.11	The site had been pumped recently
72006	Sampling condition	0.12	Nearby site tapping the same aquifer was being pumped
72006	Sampling condition	0.13	Nearby site tapping the same aquifer was pumped recently
72006	Sampling condition	0.14	Foreign substance present on the surface of the water
72006	Sampling condition	0.15	Well destroyed
72006	Sampling condition	0.16	Water level affected by stage in nearby site
72006	Sampling condition	0.17	Other conditions affecting the measured water level
72006	Sampling condition	1.0	Testing
72006	Sampling condition	2.0	Undesignated
72006	Sampling condition	3.0	Swabbing
72006	Sampling condition	4.0	Flowing
72006	Sampling condition	5.0	Reversing out
72006	Sampling condition	6.0	Flowing on gas lift
72006	Sampling condition	7.0	After acidizing
72006	Sampling condition	8.0	Pumping
72006	Sampling condition	9.0	Millipore filter
72006	Sampling condition	10.0	Open hole
72006	Sampling condition	11.0	Flowing on drill stem test
72006	Sampling condition	12.0	After drill stem test
72006	Sampling condition	15.0	Bailing
72006	Sampling condition	16.0	After perforation
72006	Sampling condition	17.0	Tubing flow
72006	Sampling condition	18.0	Producing
72006	Sampling condition	19.0	Circulating
72006	Sampling condition	20.0	Flowing on production test
72006	Sampling condition	21.0	Flowing on potential test
72006	Sampling condition	22.0	Lifting
72006	Sampling condition	23.0	Flowing to pit
72006	Sampling condition	24.0	Water flooding
72006	Sampling condition	25.0	Jetting
72006	Sampling condition	26.0	Production and development test
72006	Sampling condition	27.0	Production by unknown method
72006	Sampling condition	30.0	Seeping
72006	Sampling condition	31.0	Nearby well pumping
72006	Sampling condition	32.0	Nearby well taking water
72006	Sampling condition	33.0	Well taking water
72219	Sampler nozzle material	1.0	Brass
72219	Sampler nozzle material	2.0	Plastic
72219	Sampler nozzle material	3.0	Tetrafluoroethylene
72220	Sampler nozzle diameter	3.0	Three-sixteenths of an inch
72220	Sampler nozzle diameter	4.0	One-fourth of an inch
72220	Sampler nozzle diameter	5.0	Five-sixteenths of an inch
74200	Sample preservation	1.0	FA, Polyethylene bottle, 250 mL, acid rinsed
74200	Sample preservation	3.0	FAB, Teflon bottle, 250 mL, acid rinsed
74200	Sample preservation	5.0	FAR, Polyethylene bottle, 1L, acid rinsed
74200	Sample preservation	7.0	FC, Brown polyethylene bottle, size dependent on lab sched
74200	Sample preservation	9.0	FU, poly bottle, field rinsed
74200	Sample preservation	11.0	RA, Polyethylene bottle, acid-rinsed, 250 mL
74200	Sample preservation	13.0	RAB, Teflon bottle, acid rinsed, 250 mL
74200	Sample preservation	15.0	RAE, Polyethylene bottle, acid-rinsed, 250 mL
74200	Sample preservation	17.0	RAH, Polyethylene bottle, acid-rinsed, 250 mL
74200	Sample preservation	19.0	RC, brown poly bottle, field rinsed, 250 mL
74200	Sample preservation	21.0	RU, Polyethylene bottle, size dependent on lab sched
74200	Sample preservation	23.0	RUR, Polyethylene bottle, polyseal cap, 250 or 500 mL, or1L
74200	Sample preservation	25.0	LC0023 or RCN, Polyethylene bottle, 250 mL
74200	Sample preservation	27.0	LC0076 or COD, Glass bottle, 125 mL, baked at 450 deg C
74200	Sample preservation	29.0	LC0089, Polyethylene bottle, 250 mL
74200	Sample preservation	31.0	LC0239, Poly Bottle, Acid Rinsed, 1 L
74200	Sample preservation	33.0	Contact NWQL
74200	Sample preservation	35.0	LC0300, glass bottle, field rinsed, 250 mL
74200	Sample preservation	39.0	LC0439, steel barrel
74200	Sample preservation	41.0	LC0440, Glass bottle, narrow-neck, polyethylene seal cap,1L
74200	Sample preservation	43.0	LC0452, Polyethylene bottle, polyethylene seal cap, 125 mL
74200	Sample preservation	45.0	LC0489, Glass or polyethylene bottle, 125 mL
74200	Sample preservation	47.0	LC0490, Contact NWQL
74200	Sample preservation	49.0	LC0491, Contact NWQL
74200	Sample preservation	51.0	LC0880 or FCN, Polyethylene bottle, 250 mL
74200	Sample preservation	53.0	LC0995, Contact NWQL
74200	Sample preservation	55.0	LC0996, Glass bottle, field rinsed
74200	Sample preservation	57.0	LC0997, Contact NWQL
74200	Sample preservation	59.0	CL, septum bottle, 40 mL
74200	Sample preservation	61.0	GCC, Amber glass bottle, baked at 450 degrees C, 1L
74200	Sample preservation	63.0	GCV, Amber glass septum vial, 40 mL
74200	Sample preservation	65.0	RCB, Polyethylene bottle, 250 mL (Same as fixed value 79)
74200	Sample preservation	67.0	LC0052 or PHE, Glass bottle, baked, 500 mL
74200	Sample preservation	69.0	LC0113 or DOC, Amber glass bottle, baked at 450 deg C,125mL
74200	Sample preservation	71.0	LC0114 or TOC, Amber glass bottle, baked at 450 deg C,125mL
74200	Sample preservation	73.0	LC0127, Amber oil & grease bottle, baked @450deg C, 125 mL
74200	Sample preservation	75.0	LC0305 or SOC, 0.45 um silver filter in a petri dish
74200	Sample preservation	77.0	FU, Polyethylene bottle, size dependent on laboratory sched
74200	Sample preservation	79.0	RCB, Polyethylene bottle, 250 mL (Same as fixed value 65)
74200	Sample preservation	81.0	RU, poly bottle, field rinsed, 500 mL
74200	Sample preservation	83.0	LC0050 or TBY, Polyethylene bottle, 125 mL
74200	Sample preservation	85.0	LC0169 or SUSO, Polyethylene bottle, 500 mL
74200	Sample preservation	87.0	CC, plastic freezer carton, 1 pt
74200	Sample preservation	89.0	CU, plastic freezer carton, 1 pt
74200	Sample preservation	91.0	BGC, wide mouth glass bottle, 1 L
74200	Sample preservation	93.0	CC, Plastic Freezer Carton, 1 Pt
74200	Sample preservation	95.0	PP, Contact NWQL
74200	Sample preservation	97.0	SIZE, untreated
74200	Sample preservation	99.0	BEN, poly bottle, wide mouth
74200	Sample preservation	101.0	CHE, glass jar, wide mouth
74200	Sample preservation	103.0	CHY, glass vial
74200	Sample preservation	105.0	DIA, contact Atlanta Central Laboratory
74200	Sample preservation	107.0	PER, contact Atlanta Central Laboratory
74200	Sample preservation	109.0	SHY, poly bottle
74200	Sample preservation	111.0	ST, poly bottle
74200	Sample preservation	113.0	ZOO, contact Atlanta Central Laboratory
74200	Sample preservation	115.0	LC0055, poly bottle
74200	Sample preservation	117.0	LC0438, Contact NWQL
74200	Sample preservation	119.0	LC0616, glass vial
74200	Sample preservation	121.0	LC1049, wide mouth glass bottle, 1 L
74200	Sample preservation	123.0	FAM, Glass bottle, acid rinsed, 250 mL
74200	Sample preservation	125.0	FCU, brown poly bottle, field rinsed, 250 mL
74200	Sample preservation	127.0	RAM, Glass bottle, acid rinsed, 250 mL
74200	Sample preservation	129.0	LCO460, poly bottle, field rinsed, 500 mL
74200	Sample preservation	131.0	LCO881, poly bottle, field rinsed, 125 mL
74200	Sample preservation	133.0	LC1043, Glass or high-density poly bottle & seal cap, 1L
74200	Sample preservation	135.0	LC1199, Contact NWQL
74200	Sample preservation	137.0	LC0019, Amber glass bottle, baked at 450 deg C, 125 mL
74200	Sample preservation	139.0	LC0306, glass bottle, 125 mL
74200	Sample preservation	141.0	LC1038, plastic freezer carton, 1 pt
74200	Sample preservation	143.0	LC0961, Contact NWQL
74200	Sample preservation	145.0	ALF, Aluminum foil
74200	Sample preservation	147.0	C18, C-18 SPE Cartridge
74200	Sample preservation	149.0	CC, Polyethylene bottle, wide-mouthed, 500 mL
74200	Sample preservation	151.0	CRB, Carbopak-B cartridge
74200	Sample preservation	153.0	CUR, Polyethylene bottle, wide-mouth, 500 mL
74200	Sample preservation	155.0	EAM, Amber glass bottle, 250 mL
74200	Sample preservation	157.0	EBC, Amber glass bottle, teflon cap liner, 1L
74200	Sample preservation	159.0	ECC, Amber glass bottle, teflon cap liner, 1L
74200	Sample preservation	161.0	EDV, Amber glass screw-cap vials, teflon-faced septa, 40mL
74200	Sample preservation	163.0	ELV, Glass screw-cap vials, teflon-faced septa, 60mL
74200	Sample preservation	165.0	EOV, Amber glass screw-cap val, teflon-faced septa, 40 mL
74200	Sample preservation	167.0	EPC, High-density poly-vinyl chloride bottle, 1L
74200	Sample preservation	169.0	ERA, Polyethylene bottle, 500 mL
74200	Sample preservation	171.0	ERC, Amber polyethylene bottle, 125 mL
74200	Sample preservation	173.0	ERU, polyethylene bottle, 250 mL
74200	Sample preservation	175.0	FCA, Brown polyethylene bottle, 125 mL
74200	Sample preservation	177.0	FCC, Brown polyethylene bottle, 125 mL
74200	Sample preservation	179.0	FUS, Filtered untreated stable isotopes
74200	Sample preservation	181.0	IQE, Invertebrate QMH Elitriate: NWQL Tech Memo 98-09
74200	Sample preservation	183.0	IQL, Invertebrate QMH Large Rare: NWQL Tech Memo 98-09
74200	Sample preservation	185.0	IQM, Invertebrate QMH Main Body, NWQL Tech Memo 98-09
74200	Sample preservation	187.0	IRE, Invertebrate RTH Elutriate; NWQL Tech Memo 98-09
74200	Sample preservation	189.0	IRL, Invertebrate RTH Large Rare: NWQL Tech Memo 98-09
74200	Sample preservation	191.0	IRM, Invertebrate RTH Main Body: NWQL Tech Memo 98-09
74200	Sample preservation	193.0	LC0460, Polyethylene bottle, polyethylene seal cap, 250mL
74200	Sample preservation	195.0	LC0624, Polyethylene bottle, polyethylene seal cap, 500 mL
74200	Sample preservation	197.0	LC1565, Glass /high-density poly bottle, poly seal cap, 1L
74200	Sample preservation	199.0	LC1567, Polyethylene bottle, polyethylene seal cap, 125 mL
74200	Sample preservation	201.0	LC1574, Glass/high-density poly bottle, poly seal cap,125mL
74200	Sample preservation	203.0	LC1717, Amber glass/high-dens poly bottle, poly seal cap,1L
74200	Sample preservation	205.0	LC1949, Contact Ty Coplen (703-648-5862)
74200	Sample preservation	207.0	LC1951, Glass/untrtd high-dens poly bottle,poly seal cap,1L
74200	Sample preservation	209.0	MBAS, Polyethylene bottle, 250 mL
74200	Sample preservation	211.0	PIC, Glass fiber filter
74200	Sample preservation	213.0	RAR, Polyethylene bottle, acid rinsed, 1L
74200	Sample preservation	215.0	RCA, Brown polyethylene bottle, 125 mL
74200	Sample preservation	217.0	RCC, Brown polyethylene bottle, 125 mL
74200	Sample preservation	219.0	RURCT, Copper tube, 1L: NWQL Tech Memo 97.04 & 97.04S
74200	Sample preservation	221.0	RURCV, Glass vial, 20 mL
74200	Sample preservation	223.0	RUS, Polyethylene bottle, 250mL, 500mL, or 1L
74200	Sample preservation	225.0	SC1379, Amber glass bottle, baked @ 450 deg C, 125 mL
74200	Sample preservation	227.0	SUR, Petri dish or vial
74200	Sample preservation	229.0	TBI, Ziplock-type bag, glass or poly wide-mouth jar
74200	Sample preservation	231.0	TPCN, Glass fiber filter, 25 mm
74200	Sample preservation	233.0	UAS, Supor/glass fiber filter &amber glass septum vial,40mL
74200	Sample preservation	235.0	WCA, Polyethylene bottle, 125 mL
74200	Sample preservation	237.0	LC1648, Polyethylene bottle, 250 mL
74200	Sample preservation	239.0	LC1718, Amber glass/high-dens poly bottle, poly seal cap,1L
82309	Contamination source	1.0	Oil spill
82309	Contamination source	3.0	Gas spill
82309	Contamination source	5.0	Organic
82309	Contamination source	7.0	Pesticide
82309	Contamination source	9.0	Herbicide
82309	Contamination source	11.0	Insecticide
82309	Contamination source	13.0	Feedlot runoff
82309	Contamination source	15.0	Salt water
82309	Contamination source	17.0	Injection well
82309	Contamination source	19.0	Sewage treatment plant
82309	Contamination source	21.0	Land spreading
82309	Contamination source	23.0	Landfill
82309	Contamination source	25.0	Sludge dump
82309	Contamination source	27.0	Waste lagoon
82309	Contamination source	29.0	Urban runoff
82309	Contamination source	31.0	Mine drainage
82309	Contamination source	33.0	Construction drainage
82309	Contamination source	35.0	Pulp mill outfall
82309	Contamination source	37.0	Textile mill outfall
82309	Contamination source	39.0	Irrigation runoff
82309	Contamination source	41.0	Fertilizer
82309	Contamination source	43.0	Dairy operation
82398	Sampling method	10.0	Equal width increment (ewi)
82398	Sampling method	15.0	Multiple verticals, non-isokinetic, equal widths and transit rate
82398	Sampling method	20.0	Equal discharge increment (edi)
82398	Sampling method	25.0	Timed sampling interval
82398	Sampling method	30.0	Single vertical
82398	Sampling method	40.0	Multiple verticals
82398	Sampling method	50.0	Point sample
82398	Sampling method	55.0	Composite - Multiple point samples
82398	Sampling method	60.0	Weighted bottle
82398	Sampling method	70.0	Grab sample  (dip)
82398	Sampling method	80.0	Discharge integrated, equal transit rate (etr)
82398	Sampling method	90.0	Discharge integrated, centroid
82398	Sampling method	100.0	Van Dorn sampler
82398	Sampling method	110.0	Sewage sampler
82398	Sampling method	120.0	Velocity integrated
82398	Sampling method	130.0	Seepage Meter
82398	Sampling method	140.0	Passive diffusion, organic-free deionized water
82398	Sampling method	141.0	Passive diffusion, ambient air
82398	Sampling method	200.0	Zooplankton-net
82398	Sampling method	210.0	Benthic invertebrate-mechanical grab
82398	Sampling method	220.0	Benthic invertebrate-mechanical dredge
82398	Sampling method	230.0	Benthic invertebrate-artificial substrate
82398	Sampling method	240.0	Benthic invertebrate-natural substrate
82398	Sampling method	250.0	Benthic invertebrate-net
82398	Sampling method	260.0	Phytoplankton-net
82398	Sampling method	270.0	Phytoplankton-water bottle
82398	Sampling method	280.0	Periphyton-natural substrate
82398	Sampling method	281.0	Periphyton-Natural Substrate, Depositional Targeted Habitat
82398	Sampling method	282.0	Periphyton-Natural Substrate, Richest Targeted Habitat
82398	Sampling method	290.0	Periphyton-artificial substrate
82398	Sampling method	300.0	Tissue taken with biopsy plug
82398	Sampling method	900.0	SuspSed; Pumping - stream sample using a pumping mechanism
82398	Sampling method	910.0	SuspSed;Single-stage,nozzle at fixed stage,passively fillng
82398	Sampling method	920.0	SuspSed; Box-single ver, depth-int, attached to structure
82398	Sampling method	930.0	SuspSed;Partial Depth,depth integrated,part of single vert.
82398	Sampling method	940.0	SuspSed; Partial Width - dep/width int, part of x-section
82398	Sampling method	1000.0	Bedload, single equal width increment (SEWI)
82398	Sampling method	1010.0	Bedload, multiple equal width increment (MEWI)
82398	Sampling method	1020.0	Bedload, unequal width increment (UWI)
82398	Sampling method	4010.0	Thief sample
82398	Sampling method	4020.0	Open-top bailer
82398	Sampling method	4025.0	Double-valve bailer
82398	Sampling method	4030.0	Suction pump
82398	Sampling method	4031.0	Suction lift centrifugal pump
82398	Sampling method	4032.0	Suction lift jet pump
82398	Sampling method	4033.0	Suction lift peristaltic pump
82398	Sampling method	4040.0	Submersible pump
82398	Sampling method	4041.0	Submersible bladder pump
82398	Sampling method	4042.0	Submersible gas reciprocating pump
82398	Sampling method	4043.0	Submersible gas lift pump
82398	Sampling method	4044.0	Submersible jet pump
82398	Sampling method	4045.0	Submersible multiple impeller (turbine) pump
82398	Sampling method	4046.0	Submersible helical rotor pump
82398	Sampling method	4047.0	Submersible gear pump
82398	Sampling method	4048.0	Submersible gas-displacement pump
82398	Sampling method	4050.0	Squeeze pump
82398	Sampling method	4060.0	Gas reciprocating pump
82398	Sampling method	4070.0	Gas lift
82398	Sampling method	4080.0	Peristaltic pump
82398	Sampling method	4090.0	Jet pump
82398	Sampling method	4100.0	Flowing well
82398	Sampling method	4110.0	Resin trap collector
82398	Sampling method	5010.0	Sediment core
82398	Sampling method	8010.0	Other
82398	Sampling method	8020.0	Syringe sample
82398	Sampling method	8030.0	Grab sample at water-supply tap
82398	Sampling method	8040.0	Spigot
82398	Sampling method	8050.0	Grab sample at Tap(s) on a Dam
82923	Atm. Dep. Type, wet	1.0	Snow
82923	Atm. Dep. Type, wet	2.0	Hail
82923	Atm. Dep. Type, wet	3.0	Mixture (rain, snow, and or hail)
82923	Atm. Dep. Type, wet	4.0	Rain
82923	Atm. Dep. Type, wet	5.0	Throughfall, rain dripping from a vegetative canopy
82923	Atm. Dep. Type, wet	6.0	Stemflow, rain flowing along tree branches and trunk
82923	Atm. Dep. Type, wet	9.99	Unknown
83205	Atmos deposition type, bulk	1.0	Snow
83205	Atmos deposition type, bulk	2.0	Hail
83205	Atmos deposition type, bulk	3.0	Mixture (rain, snow, and or hail)
83205	Atmos deposition type, bulk	4.0	Rain
83205	Atmos deposition type, bulk	9.99	Unknown
84060	Topography, physio settng	10.0	Alluvial fan
84060	Topography, physio settng	20.0	Playa
84060	Topography, physio settng	30.0	Stream channel
84060	Topography, physio settng	40.0	Local depression
84060	Topography, physio settng	50.0	Dunes
84060	Topography, physio settng	60.0	Flat surface
84060	Topography, physio settng	70.0	Flood plain
84060	Topography, physio settng	80.0	Hilltop
84060	Topography, physio settng	90.0	Sinkhole
84060	Topography, physio settng	100.0	Lake, swamp, or marsh
84060	Topography, physio settng	110.0	Mangrove swamp
84060	Topography, physio settng	120.0	Offshore (estuary)
84060	Topography, physio settng	130.0	Pediment
84060	Topography, physio settng	140.0	Hillside (slope)
84060	Topography, physio settng	150.0	Terrace, alluvial or marine
84060	Topography, physio settng	160.0	Undulating
84060	Topography, physio settng	170.0	Valley flat
84060	Topography, physio settng	180.0	Upland draw
84143	WellPurgingCondition	100.0	Well purged to stable pH
84143	WellPurgingCondition	110.0	Well purged to stable temperature
84143	WellPurgingCondition	120.0	Well purged to stable specific conductance
84143	WellPurgingCondition	130.0	Well purged to stable pH and temperature
84143	WellPurgingCondition	140.0	Well purged to stable pH and specific conductance
84143	WellPurgingCondition	150.0	Well purged to stable temperature and specific conductance
84143	WellPurgingCondition	160.0	Well purged to stable pH, temp. and specific conductance
84143	WellPurgingCondition	170.0	Well purged, at least three well volumes
84143	WellPurgingCondition	500.0	Well not purged, water in casing less than 6 hours
84143	WellPurgingCondition	510.0	Well not purged, water in casing 6-12 hours
84143	WellPurgingCondition	520.0	Well not purged, water in casing 12-24 hours
84143	WellPurgingCondition	530.0	Well not purged, water in casing more than 24 hours
84144	Well selection critera	100.0	Site selected because it is near/within local problem area
84144	Well selection critera	200.0	Site selected without regard to local problem area
84145	Project component	100.0	Regional sampling
84145	Project component	200.0	Targeted sampling (agricultural area)
84145	Project component	300.0	Targeted sampling (urban or suburban area)
84145	Project component	400.0	Targeted sampling (naturally occurring substances)
84145	Project component	500.0	Targeted sampling (local-scale network)
84145	Project component	600.0	Targeted sampling (other)
84145	Project component	700.0	Geochemical investigation
84145	Project component	800.0	Targeted sampling (avian-use area)
84145	Project component	900.0	Quality control statistical sample group
84146	Land use within 100 feet	110.0	Residential
84146	Land use within 100 feet	120.0	Commercial and services
84146	Land use within 100 feet	130.0	Industrial
84146	Land use within 100 feet	170.0	Other urban or built-up land
84146	Land use within 100 feet	211.0	Nonirrigated cropland
84146	Land use within 100 feet	212.0	Irrigated cropland
84146	Land use within 100 feet	213.0	Pasture
84146	Land use within 100 feet	220.0	Orchards, groves, vineyards, nurseries
84146	Land use within 100 feet	230.0	Confined feeding operations
84146	Land use within 100 feet	240.0	Other agricultural land
84146	Land use within 100 feet	300.0	Rangeland
84146	Land use within 100 feet	400.0	Forestland
84146	Land use within 100 feet	500.0	Water
84146	Land use within 100 feet	600.0	Wetland
84146	Land use within 100 feet	700.0	Barren land
84147	Land use within 1/4 mile	110.0	Residential
84147	Land use within 1/4 mile	120.0	Commercial and services
84147	Land use within 1/4 mile	130.0	Industrial
84147	Land use within 1/4 mile	170.0	Other urban or built-up land
84147	Land use within 1/4 mile	211.0	Nonirrigated cropland
84147	Land use within 1/4 mile	212.0	Irrigated cropland
84147	Land use within 1/4 mile	213.0	Pasture
84147	Land use within 1/4 mile	220.0	Orchards, groves, vineyards, nurseries
84147	Land use within 1/4 mile	230.0	Confined feeding operations
84147	Land use within 1/4 mile	240.0	Other agricultural land
84147	Land use within 1/4 mile	300.0	Rangeland
84147	Land use within 1/4 mile	400.0	Forestland
84147	Land use within 1/4 mile	500.0	Water
84147	Land use within 1/4 mile	600.0	Wetland
84147	Land use within 1/4 mile	700.0	Barren land
84148	Predominant land use in 1/4mi	25.0	Less than 25 percent
84148	Predominant land use in 1/4mi	50.0	From 26 percent to 50 percent
84148	Predominant land use in 1/4mi	75.0	From 51 percent to 75 percent
84148	Predominant land use in 1/4mi	100.0	From 76 percent to 100 percent
84149	Land use changes, 10yr, 1/4mi	100.0	Yes
84149	Land use changes, 10yr, 1/4mi	200.0	Probably
84149	Land use changes, 10yr, 1/4mi	300.0	Probably not
84149	Land use changes, 10yr, 1/4mi	400.0	No
84164	Sampler type	100.0	Van Dorn sampler
84164	Sampler type	110.0	Sewage sample
84164	Sampler type	120.0	Velocity integrated sample
84164	Sampler type	125.0	Kemmerer bottle
84164	Sampler type	130.0	Drum Seepage Meter (Lee, 1977)
84164	Sampler type	200.0	Zooplankton net
84164	Sampler type	210.0	Benthic invertebrate-mechanical, grab
84164	Sampler type	220.0	Benthic invertebrate-mechancial, dredge
84164	Sampler type	230.0	Benthic invertebrate-artificial substrate
84164	Sampler type	240.0	Benthic invertebrate-natural substrate
84164	Sampler type	250.0	Benthic invertebrate-net
84164	Sampler type	260.0	Phytoplankton net
84164	Sampler type	270.0	Phytoplankton-water bottle
84164	Sampler type	280.0	Periphyton-natural substrate
84164	Sampler type	290.0	Periphyton-artificial substrate
84164	Sampler type	1000.0	Bedload-Helley-Smith, 3 x 3, area ratio 3.22
84164	Sampler type	1010.0	Bedload-Helley-Smith, 6 x 6, area ratio 3.22
84164	Sampler type	1020.0	Bedload-Helley-Smith, 3 x 3, area ratio 1.40
84164	Sampler type	1030.0	Bedload-Helley-Smith, 6 x 6, area ratio 1.40
84164	Sampler type	1040.0	Bedload-Helley-Smith, 6 x 12, area ratio 1.40
84164	Sampler type	1050.0	BL-6X12 in, Toutle R. Type 2, Exp. Ratio 1.40, Cable Susp
84164	Sampler type	1055.0	BL-6X12 in, Toutle R. Type 2, Exp. Ratio 1.40, Wading
84164	Sampler type	1060.0	BL-3X3 in, BL-84, Exp. Ratio 1.40, Cable Susp
84164	Sampler type	1070.0	Bedload-Toutle River type 1, 6 x 6, area ratio 3.22
84164	Sampler type	1080.0	Bedload-Hubble #5, 6 x 12, area ratio, 1.40
84164	Sampler type	1090.0	FIASP, 3 x 3, area ratio 1.40
84164	Sampler type	1100.0	BL-3X3 in, H-S, 50-100 lb, Exp. Ratio 3.22, Cable Susp
84164	Sampler type	1110.0	BL-3X3 in, H-S, 100-200 lb,   Exp. Ratio 3.22, Cable Susp
84164	Sampler type	1120.0	BL-3X3 in, H-S, 1/4-in thick nozzle,  Exp. Ratio 3.22, Wading
84164	Sampler type	1130.0	3x3 inch H-S, sheet metal nozzle, wading
84164	Sampler type	1140.0	3x3 inch FIASP, 1/4-in thick nozzle, 50-100lb, Exp. Ratio 3.22, Cable Susp
84164	Sampler type	1150.0	BL-3X3 in, BLH-84, 1/4-in thick nozzle,  Exp. Ratio 1.4, Wading
84164	Sampler type	1160.0	3x3 inch FIASP, sheet metal nozzle, wading
84164	Sampler type	1170.0	BL-6X6 in H-S, 1/4-in nozzle, 150-200 lb, Exp. Ratio 3.22, Cable Susp
84164	Sampler type	1180.0	BL-4X8 in, Elwha R., Exp. Ratio 1.40, Wading
84164	Sampler type	1190.0	BL-4X8 in, Elwha R., Exp. Ratio 1.40, Cable Susp
84164	Sampler type	1200.0	BL-Net-Frame Trap
84164	Sampler type	3001.0	Sampler, US DH-48
84164	Sampler type	3002.0	Sampler, US DH-59
84164	Sampler type	3003.0	Sampler, US DH-75P
84164	Sampler type	3004.0	Sampler, US DH-75Q
84164	Sampler type	3005.0	Sampler, US DH-76
84164	Sampler type	3006.0	Sampler, US D-43
84164	Sampler type	3007.0	Sampler, US D-49
84164	Sampler type	3008.0	Sampler, US D-49AL
84164	Sampler type	3009.0	Sampler, US D-74
84164	Sampler type	3010.0	Sampler, US D-74AL
84164	Sampler type	3011.0	Sampler, US D-77
84164	Sampler type	3012.0	Sampler, US P-46
84164	Sampler type	3013.0	Sampler, US P-50
84164	Sampler type	3014.0	Sampler, US P-61-A1
84164	Sampler type	3015.0	Sampler, US P-63
84164	Sampler type	3016.0	Sampler, US P-72
84164	Sampler type	3017.0	Sampler, US U-59
84164	Sampler type	3018.0	Sampler, US U-73
84164	Sampler type	3019.0	Sampler, US PS-69
84164	Sampler type	3020.0	Sampler, US PS-69TM
84164	Sampler type	3021.0	Sampler, US CS-77
84164	Sampler type	3022.0	Sampler, US PS-82
84164	Sampler type	3023.0	Sampler, US BMH-53
84164	Sampler type	3024.0	Sampler, US BMH-53TM
84164	Sampler type	3025.0	Sampler, US BM-54
84164	Sampler type	3026.0	Sampler, US BM-54TM
84164	Sampler type	3027.0	Sampler, US BMH-60
84164	Sampler type	3028.0	Sampler, US BMH-60TM
84164	Sampler type	3029.0	Sampler, US RBM-80
84164	Sampler type	3030.0	US DH-48 TM
84164	Sampler type	3031.0	US DH-48 TM with Teflon gasket and nozzle
84164	Sampler type	3032.0	US DH-59 TM
84164	Sampler type	3033.0	US DH-59 TM with Teflon gasket and nozzle
84164	Sampler type	3034.0	US DH-76 TM
84164	Sampler type	3035.0	US DH-76 TM with Teflon gasket and nozzle
84164	Sampler type	3036.0	US D-74 TM
84164	Sampler type	3037.0	US D-74 AL-TM
84164	Sampler type	3038.0	US D-74 AL-TM with Teflon gasket and nozzle
84164	Sampler type	3039.0	US D-77 TM
84164	Sampler type	3040.0	US D-77 TM modified Teflon bag sampler
84164	Sampler type	3041.0	US P-61 AL-TM
84164	Sampler type	3042.0	US P-61
84164	Sampler type	3043.0	US P-61 TM
84164	Sampler type	3044.0	US DH-81
84164	Sampler type	3045.0	US DH-81 with Teflon cap and nozzle
84164	Sampler type	3046.0	Sampler, D-77 TM, with Reynolds Oven Collapsible Bag
84164	Sampler type	3047.0	Sampler, frame-type, plastic bottle with Reynolds Oven Bag
84164	Sampler type	3048.0	Sampler, frame-type, Teflon bottle
84164	Sampler type	3049.0	Sampler, frame-type, plastic bottle
84164	Sampler type	3050.0	Sampler, frame-type, plastic bottle w/Teflon collaps. bag
84164	Sampler type	3051.0	US DH-95 Teflon bottle
84164	Sampler type	3052.0	US DH-95 plastic bottle
84164	Sampler type	3053.0	US D-95 Teflon bottle
84164	Sampler type	3054.0	US D-95 plastic bottle
84164	Sampler type	3055.0	US D-96 bag sampler
84164	Sampler type	3056.0	US D-96-A1 Bag Sampler
84164	Sampler type	3057.0	US D-99 Bag Sampler
84164	Sampler type	3058.0	US DH-2 Bag Sampler
84164	Sampler type	3060.0	Weighted-bottle sampler
84164	Sampler type	3061.0	US WBH-96 weighted-bottle sampler
84164	Sampler type	3062.0	US P-6, 100 lb. Point-Integrating sampler, replaces P-61-A1
84164	Sampler type	3063.0	US P-6, 200 lb. Point-Integrating sampler, replaces P-63
84164	Sampler type	3070.0	Grab sample
84164	Sampler type	3071.0	Open-Mouth Bottle
84164	Sampler type	3080.0	VOC hand sampler
84164	Sampler type	3090.0	Passive diffusion sampler
84164	Sampler type	3099.0	US War Dept., Engineer District, Omaha, Neb. Time-Integrating Sediment Sampler
84164	Sampler type	4010.0	Thief sampler
84164	Sampler type	4020.0	Open-top bailer
84164	Sampler type	4025.0	Double-valve bailer
84164	Sampler type	4030.0	Suction pump
84164	Sampler type	4035.0	Submersible centrifugal pump
84164	Sampler type	4040.0	Submersible positive-pressure pump
84164	Sampler type	4041.0	Submersible helical rotor pump
84164	Sampler type	4045.0	Submersible gear pump
84164	Sampler type	4050.0	Bladder pump
84164	Sampler type	4055.0	Inertial Pump
84164	Sampler type	4060.0	Gas reciprocating pump
84164	Sampler type	4070.0	Gas lift
